,Review,Ratings,Date
289,was here forvWAFA  Show. Aditi was really helpful. I really had a great conversation with her. All myNewZealand friends had a great time. Great hotel with good rooms.  Highly recommendable.   All staff is very hospitable,5,a review Mar 2020
290,"wasn’t impressed with the room which I was assigned at first. The view was over a flyover and an electrical socket was coming away from the wall.   The duty manager said he would have me moved during the day. However, when I returned, no one knew anything and nothing had been done. This was a poor reflection on the hotel.  I was given a ground floor room overlooking the pool but like the first room, it could have done with a refit.  There were a number of restaurants in the hotel which served huge portions, so maybe just order one dish between two.   The main breakfast room has the best selection. Don’t be fobbed off to the smaller room if you’re not part of a group.  The Jewel in the Crown of this hotel is the restaurant downstairs. Marvellous.",3, a review Mar 2020
291,ry beautiful hotel with amazing hospitality. I was there with my family for a leisure trip. In itc rajputana we have enjoyed the traditional dance in the evening and property in the evening. Staffs are very helpful special thanks to Ms. Dolly(customer service representative) who is always ready to help. Mr. Dharmesh and satyanarayan are also very courteous.,5,e a review Mar 2020
292,"ipur as a,pink city is best to visit with family or friends and I came here with my wife n kids we got in to this hotel and visited lot of placesalso this hotel too itself is the best showcasing the traitionculture of Rajasthan I would like to add names who made our stay memorable ayushi Kanak Satyanarayan satvik Rajat thanx to all",5,rote a review Mar 2020
293," friends and I are doing a bucket list trip of India and we had the pleasure of staying at the ITC in Jaipur. We were off to a rocky start as the initial room they gave us had a horrible view, 4 rooms later with the help of our hostess Srijana and the bellman Dharmesh we got our near to perfect room.  Srijana and Dharmesh were amazing as we had a long trip to get to Jaipur and one of our party of three was not well; they helped us navigate the hotel services especially the manager .....and along the way shared many stories making us feel even more welcome not just on that first day but for the entire stay.  I also had the pleasure of doing a private yoga class with Sanyogita - it was one of the best yoga classes I have ever taken - it wasn't the extreme taxing workout but a…",5,review Mar 2020
294," checked in to this hotel yesterday evening on work trip with my family and love the hotel ambience restaurant food and overall services,breakfast was also good I like to thank kanak ayushi dharmesh Vijay they assisted as well thanks we will come back",5,ote a review Feb 2020
295,e stay was very comfortable. The welcoming was so nice and warm. The drink was refreshing. The hotel lobby is so beautiful. The room is nice and clean. The breakfast buffet is nice. Ankush from housekeeping is very helpful and warm personality . He is always available whenever we required something.Thank u ITC for your welcome.. ,5, review Feb 2020
296," February 2020, my wife and I spent several lovable and romantic nights at Rajputana Hotel, in Jaipur.  The room, the restaurants, the swimming pool, the Gym-Spa and the service were just fantabulous.   The marble bathroom was spectacular. Soaps's perfume was able to make our mind travel all over India. We have to confess that we have stolen some of them, for us to continue our mind trip in France. Sorry, Mr. Director, I hope you will not call the Police...  All personnel members were so dedicated and available, always with a sincere smile, on their face.   We particularly remember, at the world food restaurant, on the ground floor, Ms. SONAL. She was not only professionally very helpful and available, but she was also very pretty and sympathetic. My wife and I, both 60, …",5, review Feb 2020
297,"perb facilities and Extremely helpful Gym trainer Rajeev singh He was extremely forthcoming to put a routine on all days for us He has excellent know how and is a very helpful, closely supervising the various exercises etc. ",5,rote a review Feb 2020
298,ayed at ITC and happy with the staff. Very helpful. Specially Utkarsha and Satvik. Thanks for all your help!   Also the spa is great. The specialist Ruati was wonderful.   Their welcome meals are superb especially the tofu black bean. Yumm!   Hotel needs slight improvement with linen but rest is great.,4,review Feb 2020
299,"ean, well maintained, and luxurious Bonvoy property with modern amenities and excellent service.  Rooms were spacious, bed was comfortable, and towels were soft.  The restaurants and bars on the property are excellent and the staff are well trained and professional.  We ate at Peshawri for dinner and it was our best meal in India.  Very good breakfast with both International and Western selections.  Preparers and waitstaff use good hygiene and there was no hesitation in eating any of the cold dishes.  Gym had cardio and free weights.  Would definitely recommend and return.",5,e a review Feb 2020
300," was nice stay at ITC while some of staff member are extra ordinary who make your stay pleasant specially like Shreel , Hukum, pintu (housekeeping staff), I understand they handles the most critical job of hotel which is directly related to client comfort, Shreel takes extra care , Chef Dwarika, ( from Breakfast ), Rohit , Nitin & aditi from front office. They gives your profession service with great human touch , I really appreciate and hope they will be continuing doing good work...",5,iew Feb 2020
