,Review Text,Polarity_Rating
618,hotel great location Upon arriving hotel one outstanding feature tradition greeting ceremony staff members always smiling checkin executed efficently entrance main hall welcoming provides atmosphere opulence rooms spacious attention detail noted essentials provided comfort Breakfast provided excellent service excellent loved everything hotel definately coming back friends,Positive
619,hotel bears hallmark Taj property way greeted upon arrival treated throughout stay reflection socalled Tajness Befittingly Taj property rooms well appointed ocean view rooms lovely view Arabian sea sea link luxurious lawns great walk around evening tea ritual something missed,Positive
620,Hotel location service good Good restaraunts Service slow Elevators slow Breakfast good noisy Attitude staff excellent Good leader ship Would recommend friends family Usually stay,Positive
621,soon reception counter welcomed traditional welcome India applying tilak forehead offering garland Immediately welcome drink offered well Got room 12th level however 12th floor second floor since room start 11 prefix number room got well laid could see sea watch sky long aircrafts flying across sea Service food good,Positive
622,Swanky hotel amazing views Great gym Awesome breakfast Great quality selection food timeliness check bit long hotel massive well price high 5 star hotels,Positive
624,gem hotel location accessibility ambience courtacious staff room facilities dining options worthwhile Thankyou Mr Shafi Shah team making stay dining experience exceptional memorable,Positive
625,Taj Lands End true 5 star hotel service great people speak English buffet breakfast everything could ever need Indian Western food pool resort style comfortable laze around gym awesome every bit equipment could need hotel rooms large beds comfortable lovely stay Hot Tip restaurant Vista allows order Ala Carte menu still hit dessert bar different desserts every night,Positive
626,enjoyed twonight stay property business visit Mumbai room Club Floor Club Lounge good breakfast offer Lounge extensive order cooked food scrambled eggs etc room large well appointed service impeccable Although didnt use could see large pool though window Masala Bay restaurant terrific,Positive
627,Taj Lands End five star property located Finance capital India Mumbai always extends multidimensional hospitality words deeds never ends Entertainment burning agenda whether staying walk guest well groomed boys girls trained dynamics Mr Parveen Chander Kumar pamper back Wow awesome yummy taste buds challengers words portray multi cuisine restaurants loaded choices Ask get Explore epicurean voyage fatty wallet regrets… property enhance understanding nearer mother nature forms water wind earth course sun sky – …rest will…,Positive
628,Staying Taj property always feels like coming home Lands End exception staff incredible warm efficient always one step ahead terms anticipating needed Highly recommended BTW try Caesar salad grilled prawns gym first rate,Positive
629,final hotel end tour India tour operator certainly saved best till last welcome staff made us feel like celebrities photos etc interior exterior hotel beautiful use swimming pool lovely bedrooms spacious luxurious much choice restaurant food lovely service good staff keen explain dishes help guests select poor experience service bar busy evening waited ages pay bill Overall though lovely experience hotel,Positive
630,Mumbai business trip early morning checkin hotel staff accommodating rooms super comfy expected high end Taj properties view overlooked sea perfect Would definitely stay,Positive
631,View room excellent Taj hospitality fantastic definitely worth staying location also good Breakfast enough choices Thet liberal breakfast timings well,Positive
632,One best hotel best location Warm people excellent service Amazing food ambiance Thanks staffs takes care every guests meet day willingness serve beyond expectations,Positive
633,anyone wish luxury stay amenities great services go ahead Taj lands End Every room sea facing great view location Right breakfast lunch dinner food amazing must visit stay place Mumbai,Positive
634,Taj Lands End dream team Senior staff Junior staff Staff Taj Lands End provide service beyond ones expectations One friendliest hotels planet honest it’s difficult find fault would blatantly lying Hence next visit Mumbai make sure choice Taj Lands End sincere profound thanks go Dipalee Taj Club you’re gem unconditional helpfulness mind boggling Taj Lands End proud Diplalee,Positive
