,Reviewer,Review,Ratings,Date
1221,Pratyush,"The view at this place - it's just too breathtaking to put into words. Take a walk along the beach in the morning or the evening. The perfect way to unwind after a hectic, chaotic day at work, with the breeze helping tremendously.",5,w Jul 2017
1222,samnema,"Celebrated a private dine at Masala Bay for a senior colleague. It was a wonderful experience with excellent Ambience, choice of Menu, good champagne and wines and of course the famous Taj Hospitality! It was a memorable dining experience. The settings, cutlery and light music was just fine. The desired champagne and wines were readily available. The menu offered multiple options. The food was equally good for both Vegetarians as well as Non-vegetarians. There were two stewards for managing the Private Dine though least intrusive. The sign out experience too was smooth. Over all an amazing experience and an Evening to remember.",5,Jul 2017
1223,861vijaykumars,"Lands End.......Sea starts// pollution free place, healthy way to live and it is centre of Mumbai and infront of the hotel is walking plaza, bandstand, Bandra, no traffic sound, peaceful place to stay in Mumbai",5,Jul 2017
1224,asleshak,"Well located, good hotel to stay for business.  Staff is well groomed and always ready to assist. Business lounge is ideal for business meetings whist at the hotel. The chambers is a bonus for exclusive business meetings and exclusive round table discussions.",4,Jul 2017
1225,sheth62,with the Brand Name Tata you are always Rest Assured of everything Excellent. Excellent Service on Reception by Shivi. Very good Room and Excellent food in Restaurants.   as I said you cant go wrong with Tata's.,5,Jul 2017
1226,jamboom,Awesome place to stay in Mumbai especially in Juhu. Locality is also good and very safe place to stay.Staff and people are very co-operative and do have full support.They have both quality and quantity of staff. Even have range of food,5,Jul 2017
1227,adriannicolasalgerc,A good compromise between the downtown hotels and the airport from the point of view of convenience with seaviews which are something if not that much.  But first class Indian restaurant in Masala Bay!!  A good place for a stay.,4,Jul 2017
1228,344lakshmig,"Really Stay was vgood, day when we checked in till checked out we were treated very nicely & single moment we never felt uncomfort. such a beautifull & great service we had. We would love to visit once again & again......",5,Jul 2017
1229,678dinesha,"Don't ever miss an opportunity to stay at The Taj Lands End . The service is top notch . The staff are totally polite and professional and the location , couldn't be better . Over all the most awesome experience .",5,Jul 2017
1230,AndyRuns,"The first time we stayed at Taj Lands End I was very impressed with the level of service and the modern rooms overlooking the ocean. This time we were staying on our way back home for our wedding anniversary and I was less impressed. We asked for a Sealink view room and were given an older style room on the fourth floor which reminded me of a hotel from the 1970's. To make matters worse, the sound of construction was coming through the walls so clearly they were renovating. We complained and asked to be moved a modern renovated room on the upper floors, to have the staff basically lie and say the construction noise is present in the whole hotel during daytime. Not giving up, we still insisted on being moved, which was eventually reluctantly done and we moved to a renovated room…",3,Jul 2017
1231,Kukku,Nothing could have been better. Right from excellent reception to very cordial staff in restaurants & quality/variety of food made my visit unforgettable. Wish I could revisit the hotel for a longer stay. ,5,Jul 2017
1232,achalasameerv,"Taj has mastered the art of service! Each and every hotel staff was courteous, prompt with a genuine warmth. A lot of high end hotels have the amenities but Taj made us feel welcome like no other place.",5,Jul 2017
1233,Pravakar,"When you pass through the lanes of Bandra, you could barely imagine your lands will end here. The hospitality begins from the help desk. I was upgraded to a higher category room. I would not say, I have not seen better room than that, but the room is fully functional and unique by design. The design of the hotel and each and every corner is unique and that will make you feel good All the restaurants are awesome, authentic and you can not stop yourselves from overeating. Unfortunately my stay was short and business did not allow me to explore more than the nice sea view through the window.",5,w Jul 2017
1234,Parul,"The view from the hotel (21st floor) was fantastic. The spread at Vista was fantastically elaborated. In the monsoon weather , the staff was warm and made you feel comfortable.   At the end of the trip - I said - Wah Taj",5,w Jul 2017
1235,Shivam_Sky_Banquet,Dont get me wrong !!! Great location. Amazing food spread... Most hassled and impersonal staff. It is most common for hotel attendants to just pass on by guests.. Without so much as a polite greeting. Never visited a Taj property.. With such cold hospitality,1,Jul 2017
1236,amitd697,"Hotel Taj LandsEnd is superbly located and the views of the sea are spectacular. The sheer professionalism and the attitude of the staff makes this a great place to stay either for business or pleasure.   The sea is not friendly and so, there's really no question of venturing out into the waters for a swim. i was there during the rainy season and the huge waves coming crashing onto the rocks is a sight to see.   Be adventurous and try the roasted corn and the delightful pao bhaji that is available in kiosks all along the road.   Amuse yourself by looking at the locked gates of Shah Rukh Khan's house and join the locals and tourists getting a selfie at the gate to the house. Well, to tell you the truth, I didn't!  There are great restaurants not too far from the hotel but you…",4,Jul 2017
